,RANK,PLAYER,YEAR,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
1772,1764,AlfonsoSoriano,LF,2007,CHC,135,579,97,173,42,5,33,70,31,130,19,6,.299,.337,.560,.897
1773,1764,J.T.Snow,1B,1997,SF,157,531,81,149,36,1,28,104,96,124,6,4,.281,.387,.510,.897
1774,1764,TipO'Neill,X,1889,STL,134,534,123,179,33,8,9,110,72,37,28,--,.335,.419,.478,.897
1775,1764,GeneWoodling,LF,1953,NYY,125,395,64,121,26,4,10,58,82,29,2,7,.306,.429,.468,.897
1776,1764,RichieAshburn,CF,1955,PHI,140,533,91,180,32,9,3,42,105,36,12,10,.338,.449,.448,.897
1777,1764,LymanBostock,CF,1977,MIN,153,593,104,199,36,12,14,90,51,59,16,7,.336,.389,.508,.897
1778,1764,HarryAnderson,LF,1958,PHI,140,515,80,155,34,6,23,97,59,95,0,2,.301,.373,.524,.897
1779,1764,BobElliott,3B,1948,BSN,151,540,99,153,24,5,23,100,131,57,6,--,.283,.423,.474,.897
1780,1764,DerekJeter,SS,2000,NYY,148,593,119,201,31,4,15,73,68,99,22,4,.339,.416,.481,.897
1781,1764,HarryHeilmann,RF,1928,DET,151,558,83,183,38,10,14,107,57,45,7,3,.328,.390,.507,.897
1782,1783,WillieMays,CF,1970,SF,139,478,94,139,15,2,28,83,79,90,5,0,.291,.390,.506,.896
1783,1783,AndreDawson,RF,1987,CHC,153,621,90,178,24,2,49,137,32,103,11,3,.287,.328,.568,.896
1784,1783,FreddieFreeman,1B,2021,ATL,159,600,120,180,25,2,31,83,85,107,8,3,.300,.393,.503,.896
1785,1783,JoeTorre,C,1970,STL,161,624,89,203,27,9,21,100,70,91,2,2,.325,.398,.498,.896
1786,1783,BrianMcCann,C,2008,ATL,145,509,68,153,42,1,23,87,57,64,5,0,.301,.373,.523,.896
1787,1783,LanceBerkman,1B,2007,HOU,153,561,95,156,24,2,34,102,94,125,7,3,.278,.386,.510,.896
1788,1783,KenGriffey,CF,1992,SEA,142,565,83,174,39,4,27,103,44,67,10,5,.308,.361,.535,.896
1789,1783,LuisGonzalez,LF,2002,AZ,148,524,90,151,19,3,28,103,97,76,9,2,.288,.400,.496,.896
1790,1783,RonGant,CF,1990,ATL,152,575,107,174,34,3,32,84,50,86,33,16,.303,.357,.539,.896
1791,1783,MattOlson,1B,2019,OAK,127,483,73,129,26,0,36,91,51,138,0,0,.267,.351,.545,.896
1792,1783,RobertoClemente,RF,1966,PIT,154,638,105,202,31,11,29,119,46,109,7,5,.317,.360,.536,.896
1793,1783,JakeStenzel,X,1896,PIT,114,479,104,173,26,14,2,82,32,13,57,--,.361,.410,.486,.896
1794,1783,MikeHargrove,1B,1977,TEX,153,525,98,160,28,4,18,69,103,59,2,5,.305,.420,.476,.896
1795,1783,TommyHenrich,RF,1941,NYY,144,538,106,149,27,5,31,85,81,40,3,1,.277,.377,.519,.896
1796,1783,LouGehrig,1B,1925,NYY,126,437,73,129,23,10,20,68,46,49,6,3,.295,.365,.531,.896
1797,1783,FrankDemaree,RF,1936,CHC,154,605,93,212,34,3,16,96,49,30,4,--,.350,.400,.496,.896
1798,1799,ChiliDavis,DH,1997,KC,140,477,71,133,20,0,30,90,85,96,6,3,.279,.386,.509,.895
1799,1799,CarlosLee,LF,2006,TEX,161,624,102,187,37,1,37,116,58,65,19,2,.300,.355,.540,.895
1800,1799,MaxMuncy,1B,2021,LAD,144,497,95,124,26,2,36,94,83,120,2,1,.249,.368,.527,.895
1801,1799,JohnMayberry,1B,1973,KC,152,510,87,142,20,2,26,100,122,79,3,0,.278,.417,.478,.895
1802,1799,EdgarMartinez,DH,2003,SEA,145,497,72,146,25,0,24,98,92,95,0,1,.294,.406,.489,.895
1803,1799,BrandonCrawford,SS,2021,SF,138,483,79,144,30,3,24,90,56,105,11,3,.298,.373,.522,.895
1804,1799,JackClark,1B,1985,STL,126,442,71,124,26,3,22,87,83,88,1,4,.281,.393,.502,.895
1805,1799,HankAaron,RF,1966,ATL,158,603,117,168,23,1,44,127,76,96,21,3,.279,.356,.539,.895
1806,1799,JoeMorgan,2B,1977,CIN,153,521,113,150,21,6,22,78,117,58,49,10,.288,.417,.478,.895
1807,1799,AndresGalarraga,1B,2000,ATL,141,494,67,149,25,1,28,100,36,126,3,5,.302,.369,.526,.895
1808,1799,MickeyMantle,CF,1953,NYY,127,461,105,136,24,3,21,92,79,90,8,4,.295,.398,.497,.895
1809,1799,DanteBichette,LF,1999,COL,151,593,104,177,38,2,34,133,54,84,6,6,.298,.354,.541,.895
1810,1799,WillClark,1B,1991,SF,148,565,84,170,32,7,29,116,51,91,4,2,.301,.359,.536,.895
1811,1799,DennyLyons,3B,1889,PHA,131,510,135,168,36,4,9,82,79,44,10,--,.329,.426,.469,.895
1812,1799,JasonBay,LF,2008,BOS,155,577,111,165,35,4,31,101,81,137,10,0,.286,.373,.522,.895
1813,1799,MiguelCabrera,1B,2014,DET,159,611,101,191,52,1,25,109,60,117,1,1,.313,.371,.524,.895
1814,1799,JeffBagwell,1B,1995,HOU,114,448,88,130,29,0,21,87,79,102,12,5,.290,.399,.496,.895
1815,1799,NormCash,1B,1962,DET,148,507,94,123,16,2,39,89,104,82,6,3,.243,.382,.513,.895
1816,1799,WillieHorton,LF,1968,DET,143,512,68,146,20,2,36,85,49,110,0,3,.285,.352,.543,.895
1817,1799,ReggieSmith,CF,1969,BOS,143,543,87,168,29,7,25,93,54,67,7,13,.309,.368,.527,.895
1818,1799,RobinYount,CF,1989,MIL,160,614,101,195,38,9,21,103,63,71,19,3,.318,.384,.511,.895
1819,1799,TonyGwynn,RF,1993,SD,122,489,70,175,41,3,7,59,36,19,14,1,.358,.398,.497,.895
1820,1799,JackClark,RF,1978,SF,156,592,90,181,46,8,25,98,50,72,15,11,.306,.358,.537,.895
1821,1799,AlexAvila,C,2011,DET,141,464,63,137,33,4,19,82,73,131,3,1,.295,.389,.506,.895
1822,1799,GormanThomas,CF,1979,MIL,156,557,97,136,29,0,45,123,98,175,1,5,.244,.356,.539,.895
1823,1799,JeffCirillo,3B,1996,MIL,158,566,101,184,46,5,15,83,58,69,4,9,.325,.391,.504,.895
1824,1799,IrishMeusel,LF,1921,NYG,147,586,96,201,33,13,14,87,33,29,13,13,.343,.380,.515,.895
1825,1799,PeteFox,RF,1935,DET,131,517,116,166,38,8,15,73,45,52,14,4,.321,.382,.513,.895
1826,1827,EddieMurray,1B,1981,BAL,99,378,57,111,21,2,22,78,40,43,2,3,.294,.360,.534,.894
1827,1827,TommyMcCarthy,X,1893,BSN,116,462,107,160,28,6,5,111,64,10,46,--,.346,.429,.465,.894
1828,1827,MiguelTejada,SS,2004,BAL,162,653,107,203,40,2,34,150,48,73,4,1,.311,.360,.534,.894
1829,1827,DarrellEvans,1B,1983,SF,142,523,94,145,29,3,30,82,84,81,6,6,.277,.378,.516,.894
1830,1827,AndruwJones,CF,2006,ATL,156,565,107,148,29,0,41,129,82,127,4,1,.262,.363,.531,.894
1831,1827,WillardMarshall,RF,1947,NYG,155,587,102,171,19,6,36,107,67,30,3,--,.291,.366,.528,.894
1832,1827,WillClark,1B,1988,SF,162,575,102,162,31,6,29,109,100,129,9,1,.282,.386,.508,.894
1833,1827,PaulKonerko,1B,2004,CWS,155,563,84,156,22,0,41,117,69,107,1,0,.277,.359,.535,.894
1834,1827,GeorgeFoster,LF,1976,CIN,144,562,86,172,21,9,29,121,52,89,17,3,.306,.364,.530,.894
1835,1827,KirbyPuckett,RF,1995,MIN,137,538,83,169,39,0,23,99,56,89,3,2,.314,.379,.515,.894
1836,1827,B.J.Upton,CF,2007,TB,129,474,86,142,25,1,24,82,65,154,22,8,.300,.386,.508,.894
1837,1827,FrankRobinson,RF,1971,BAL,133,455,82,128,16,2,28,99,72,62,3,0,.281,.384,.510,.894
1838,1827,VicWertz,RF,1951,DET,138,501,86,143,24,4,27,94,78,61,0,3,.285,.383,.511,.894
1839,1827,WallyJoyner,1B,1987,CAL,149,564,100,161,33,1,34,117,72,64,8,2,.285,.366,.528,.894
1840,1827,BobJohnson,LF,1935,PHA,147,582,103,174,29,5,28,109,78,76,2,4,.299,.384,.510,.894
1841,1827,FelipeAlou,1B,1966,ATL,154,666,122,218,32,6,31,74,24,51,5,7,.327,.361,.533,.894
1842,1827,RyanKlesko,LF,1996,ATL,153,528,90,149,21,4,34,93,68,129,6,3,.282,.364,.530,.894
1843,1827,JohnKruk,1B,1987,SD,138,447,72,140,14,2,20,91,73,93,18,10,.313,.406,.488,.894
1844,1827,CraigBiggio,2B,1994,HOU,114,437,88,139,44,5,6,56,62,58,39,4,.318,.411,.483,.894
1845,1827,GeorgeVan Haltren,X,1896,NYG,133,562,136,197,18,21,5,74,55,36,39,--,.351,.410,.484,.894
1846,1827,JoeKuhel,1B,1936,WAS,149,588,107,189,42,8,16,118,64,30,15,7,.321,.392,.502,.894
1847,1827,EdCartwright,1B,1895,WAS,122,472,95,156,34,17,3,90,54,41,50,--,.331,.400,.494,.894
1848,1827,FreddieLindstrom,3B,1928,NYG,153,646,99,231,39,9,14,107,25,21,15,--,.358,.383,.511,.894
1849,1827,WhiteyKurowski,3B,1945,STL,133,511,84,165,27,3,21,102,45,45,1,--,.323,.383,.511,.894
1850,1851,HonusWagner,3B,1899,LOU,147,571,98,197,43,13,7,113,40,,37,--,.345,.399,.494,.893
1851,1851,GreggJefferies,1B,1993,STL,142,544,89,186,24,3,16,83,62,32,46,9,.342,.408,.485,.893
1852,1851,KenCaminiti,3B,1995,SD,143,526,74,159,33,0,26,94,69,94,12,5,.302,.380,.513,.893
1853,1851,JoséRamírez,3B,2021,CLE,152,552,111,147,32,5,36,103,72,87,27,4,.266,.355,.538,.893
1854,1851,CarlosPena,1B,2009,TB,135,471,91,107,25,2,39,100,87,163,3,3,.227,.356,.537,.893
1855,1851,CarlYastrzemski,LF,1963,BOS,151,570,91,183,40,3,14,68,95,72,8,5,.321,.418,.475,.893
1856,1851,IvanRodriguez,C,2004,DET,135,527,72,176,32,2,19,86,41,91,7,4,.334,.383,.510,.893
1857,1851,DavidPeralta,LF,2015,AZ,149,462,61,144,26,10,17,78,44,107,9,4,.312,.371,.522,.893
1858,1851,AndreDawson,RF,1990,CHC,147,529,72,164,28,5,27,100,42,65,16,2,.310,.358,.535,.893
1859,1851,GiancarloStanton,RF,2011,FLA,150,516,79,135,30,5,34,87,70,166,5,5,.262,.356,.537,.893
1860,1851,JohnOlerud,1B,2002,SEA,154,553,85,166,39,0,22,102,98,66,0,0,.300,.403,.490,.893
1861,1851,FreddieFreeman,1B,2018,ATL,162,618,94,191,44,4,23,98,76,132,10,3,.309,.388,.505,.893
1862,1851,DJLeMahieu,2B,2019,NYY,145,602,109,197,33,2,26,102,46,90,5,2,.327,.375,.518,.893
1863,1851,PatBurrell,LF,2005,PHI,154,562,78,158,27,1,32,117,99,160,0,0,.281,.389,.504,.893
1864,1851,AndreThornton,1B,1978,CLE,145,508,97,133,22,4,33,105,93,72,4,7,.262,.377,.516,.893
1865,1851,RudyYork,1B,1943,DET,155,571,90,155,22,11,34,118,84,88,5,5,.271,.366,.527,.893
1866,1851,TillyWalker,LF,1921,PHA,143,556,89,169,32,5,23,101,73,41,3,5,.304,.389,.504,.893
1867,1868,AndresGalarraga,1B,1988,MON,157,609,99,184,42,8,29,92,39,153,13,4,.302,.352,.540,.892
1868,1868,JimmyRyan,X,1888,CHI,129,549,115,182,33,10,16,64,35,50,60,--,.332,.377,.515,.892
1869,1868,ChiliDavis,DH,1991,MIN,153,534,84,148,34,1,29,93,95,117,5,6,.277,.385,.507,.892
1870,1868,AdamDunn,1B,2010,WSH,158,558,85,145,36,2,38,103,77,199,0,1,.260,.356,.536,.892
1871,1868,GeorgeFoster,LF,1981,CIN,108,414,64,122,23,2,22,90,51,75,4,0,.295,.373,.519,.892
1872,1868,MarkReynolds,3B,2009,AZ,155,578,98,150,30,1,44,102,76,223,24,9,.260,.349,.543,.892
1873,1868,AdriánBeltré,3B,2011,TEX,124,487,82,144,33,0,32,105,25,53,1,1,.296,.331,.561,.892
1874,1868,EugenioSuárez,3B,2018,CIN,143,527,79,149,22,2,34,104,64,142,1,1,.283,.366,.526,.892
1875,1868,MichaelYoung,3B,2009,TEX,135,541,76,174,36,2,22,68,47,90,8,3,.322,.374,.518,.892
1876,1868,KenBoyer,3B,1959,STL,149,563,86,174,18,5,28,94,67,77,12,6,.309,.384,.508,.892
1877,1868,TedKluszewski,1B,1952,CIN,135,497,62,159,24,11,16,86,47,28,3,3,.320,.383,.509,.892
1878,1868,HankSauer,LF,1952,CHC,151,567,89,153,31,3,37,121,77,92,1,2,.270,.361,.531,.892
1879,1868,MikeEasler,DH,1984,BOS,156,601,87,188,31,5,27,91,58,134,1,1,.313,.376,.516,.892
1880,1868,DelEnnis,LF,1949,PHI,154,610,92,184,39,11,25,110,59,61,2,--,.302,.367,.525,.892
1881,1868,WallyBerger,CF,1931,BSN,156,617,94,199,44,8,19,84,55,70,13,--,.323,.380,.512,.892
1882,1868,BobJohnson,LF,1933,PHA,142,535,103,155,44,4,21,93,85,74,8,3,.290,.387,.505,.892
1883,1868,CoreyHart,RF,2007,MIL,140,505,86,149,33,9,24,81,36,99,23,7,.295,.353,.539,.892
1884,1868,IanKinsler,2B,2008,TEX,121,518,102,165,41,4,18,71,45,67,26,2,.319,.375,.517,.892
1885,1886,VinnyCastilla,3B,1996,COL,160,629,97,191,34,0,40,113,35,88,7,2,.304,.343,.548,.891
1886,1886,MarcusSemien,SS,2019,OAK,162,657,123,187,43,7,33,92,87,102,10,8,.285,.369,.522,.891
1887,1886,NolanArenado,3B,2022,STL,148,557,73,163,42,1,30,103,52,72,5,3,.293,.358,.533,.891
1888,1886,GarySheffield,RF,2005,NYY,154,584,104,170,27,0,34,123,78,76,10,2,.291,.379,.512,.891
1889,1886,EddieMurray,DH,1995,CLE,113,436,68,141,21,0,21,82,39,65,5,1,.323,.375,.516,.891
1890,1886,AubreyHuff,1B,2010,SF,157,569,100,165,35,5,26,86,83,91,7,0,.290,.385,.506,.891
1891,1886,WillClark,1B,1998,TEX,149,554,98,169,41,1,23,102,72,97,1,0,.305,.384,.507,.891
1892,1886,CarlosLee,LF,2004,CWS,153,591,103,180,37,0,31,99,54,86,11,5,.305,.366,.525,.891
1893,1886,WillieStargell,1B,1975,PIT,124,461,71,136,32,2,22,90,58,109,0,0,.295,.375,.516,.891
1894,1886,EloyJiménez,LF,2020,CWS,55,213,26,63,14,0,14,41,12,56,0,0,.296,.332,.559,.891
1895,1886,MichaelBrantley,LF,2014,CLE,156,611,94,200,45,2,20,97,52,56,23,1,.327,.385,.506,.891
1896,1886,CarlFurillo,RF,1955,BRO,140,523,83,164,24,3,26,95,43,43,4,5,.314,.371,.520,.891
1897,1886,J.D.Drew,RF,2006,LAD,146,494,84,140,34,6,20,100,89,106,2,3,.283,.393,.498,.891
1898,1886,JesúsAguilar,1B,2018,MIL,149,492,80,135,25,0,35,108,58,143,0,0,.274,.352,.539,.891
1899,1886,EddieMathews,3B,1956,MIL,151,552,103,150,21,2,37,95,91,86,6,0,.272,.373,.518,.891
1900,1886,AndyPafko,3B,1948,CHC,142,548,82,171,30,2,26,101,50,50,3,--,.312,.375,.516,.891
1901,1886,DaveWinfield,LF,1982,NYY,140,539,84,151,24,8,37,106,45,64,5,3,.280,.331,.560,.891
1902,1886,BobbyDoerr,2B,1948,BOS,140,527,94,150,23,6,27,111,83,49,3,2,.285,.386,.505,.891
1903,1886,GaryCarter,C,1982,MON,154,557,91,163,32,1,29,97,78,64,2,5,.293,.381,.510,.891
1904,1886,FredLynn,CF,1982,CAL,138,472,89,141,38,1,21,86,58,72,7,8,.299,.374,.517,.891
1905,1886,ZackWheat,LF,1922,BRO,152,600,92,201,29,12,16,112,45,22,9,6,.335,.388,.503,.891
1906,1886,RustyStaub,RF,1970,MON,160,569,98,156,23,7,30,94,112,93,12,11,.274,.394,.497,.891
1907,1908,RafaelDevers,3B,2021,BOS,156,591,101,165,37,1,38,113,62,143,5,5,.279,.352,.538,.890
1908,1908,JohnOlerud,1B,1999,NYM,162,581,107,173,39,0,19,96,125,66,3,0,.298,.427,.463,.890
1909,1908,PatBurrell,LF,2006,PHI,144,462,80,119,24,1,29,95,98,131,0,0,.258,.388,.502,.890
1910,1908,FredMcGriff,1B,1991,SD,153,528,84,147,19,1,31,106,105,135,4,1,.278,.396,.494,.890
1911,1908,JoshWillingham,LF,2012,MIN,145,519,85,135,30,1,35,110,76,141,3,2,.260,.366,.524,.890
1912,1908,BuckEwing,X,1893,CLE,116,500,117,172,28,15,6,122,41,18,47,--,.344,.394,.496,.890
1913,1908,DaveOrr,1B,1886,NYM,136,571,93,193,25,31,7,91,17,,16,--,.338,.363,.527,.890
1914,1908,FrankHoward,LF,1968,WAS,158,598,79,164,28,3,44,106,54,141,0,0,.274,.338,.552,.890
1915,1908,DanteBichette,RF,1996,COL,159,633,114,198,39,3,31,141,45,105,31,12,.313,.359,.531,.890
1916,1908,RubenSierra,RF,1989,TEX,162,634,101,194,35,14,29,119,43,82,8,2,.306,.347,.543,.890
1917,1908,EvanLongoria,3B,2009,TB,157,584,100,164,44,0,33,113,72,140,9,0,.281,.364,.526,.890
1918,1908,BabeHerman,RF,1931,BRO,151,610,93,191,43,16,18,97,50,65,17,--,.313,.365,.525,.890
1919,1908,RobinsonCanó,2B,2006,NYY,122,482,62,165,41,1,15,78,18,54,5,2,.342,.365,.525,.890
1920,1908,DonBuford,LF,1971,BAL,122,449,99,130,19,4,19,54,89,62,15,7,.290,.413,.477,.890
1921,1908,MikeSchmidt,3B,1975,PHI,158,562,93,140,34,3,38,95,101,180,29,12,.249,.367,.523,.890
1922,1908,BobbyDoerr,2B,1949,BOS,139,541,91,167,30,9,18,109,75,33,2,2,.309,.393,.497,.890
1923,1924,CarlosGonzález,LF,2011,COL,127,481,92,142,27,3,26,92,48,105,20,5,.295,.363,.526,.889
1924,1924,BryceHarper,RF,2018,WSH,159,550,103,137,34,0,34,100,130,169,13,3,.249,.393,.496,.889
1925,1924,TedSimmons,C,1978,STL,152,516,71,148,40,5,22,80,77,39,1,1,.287,.377,.512,.889
1926,1924,AndrewMcCutchen,CF,2015,PIT,157,566,91,165,36,3,23,96,98,133,11,5,.292,.401,.488,.889
1927,1924,JayBuhner,RF,1997,SEA,157,540,104,131,18,2,40,109,119,175,0,0,.243,.383,.506,.889
1928,1924,MaxMuncy,2B,2019,LAD,141,487,101,122,22,1,35,98,90,149,4,1,.251,.374,.515,.889
1929,1924,DavidJustice,LF,1999,CLE,133,429,75,123,18,0,21,88,94,90,1,3,.287,.413,.476,.889
1930,1924,RichieSexson,1B,2001,MIL,158,598,94,162,24,3,45,125,60,178,2,4,.271,.342,.547,.889
1931,1924,JohnOlerud,1B,1997,NYM,154,524,90,154,34,1,22,102,85,67,0,0,.294,.400,.489,.889
1932,1924,JeffKent,2B,2005,LAD,149,553,100,160,36,0,29,105,72,85,6,2,.289,.377,.512,.889
1933,1924,TimRaines,LF,1986,MON,151,580,91,194,35,10,9,62,78,60,70,9,.334,.413,.476,.889
1934,1924,PatMullin,RF,1948,DET,138,496,91,143,16,11,23,80,77,57,1,2,.288,.385,.504,.889
1935,1924,RickeyHenderson,LF,1999,NYM,121,438,89,138,30,0,12,42,82,82,37,14,.315,.423,.466,.889
1936,1924,RyanZimmerman,3B,2009,WSH,157,610,110,178,37,3,33,106,72,119,2,0,.292,.364,.525,.889
1937,1924,GeorgeSpringer,CF,2017,HOU,140,548,112,155,29,0,34,85,64,111,5,7,.283,.367,.522,.889
1938,1924,AaronRowand,CF,2007,PHI,161,612,105,189,45,0,27,89,47,119,6,3,.309,.374,.515,.889
1939,1924,AlKaline,RF,1963,DET,145,551,89,172,24,3,27,101,54,48,6,4,.312,.375,.514,.889
1940,1924,TopsyHartsel,LF,1901,CHI,140,558,111,187,25,16,7,54,74,,41,--,.335,.414,.475,.889
1941,1942,RobinVentura,3B,1996,CWS,158,586,96,168,31,2,34,105,78,81,1,3,.287,.368,.520,.888
1942,1942,GeoffJenkins,RF,2005,MIL,148,538,87,157,42,1,25,86,56,138,0,0,.292,.375,.513,.888
1943,1942,BrandonNimmo,CF,2020,NYM,55,186,33,52,8,3,8,18,33,43,1,2,.280,.404,.484,.888
1944,1942,IvanCalderon,RF,1987,CWS,144,542,93,159,38,2,28,83,60,109,10,5,.293,.362,.526,.888
1945,1942,AlvinDavis,1B,1984,SEA,152,567,80,161,34,3,27,116,97,78,5,4,.284,.391,.497,.888
1946,1942,RyanBraun,LF,2008,MIL,151,611,92,174,39,7,37,106,42,129,14,4,.285,.335,.553,.888
1947,1942,TonyGwynn,RF,1995,SD,135,535,82,197,33,1,9,90,35,15,17,5,.368,.404,.484,.888
1948,1942,CalRipken,SS,1983,BAL,162,663,121,211,47,2,27,102,58,97,0,4,.318,.371,.517,.888
1949,1942,CupidChilds,2B,1893,CLE,124,485,145,158,19,10,3,65,120,12,23,--,.326,.463,.425,.888
1950,1942,RonSanto,3B,1965,CHC,164,608,88,173,30,4,33,101,88,109,3,1,.285,.378,.510,.888
1951,1942,BillyWilliams,LF,1971,CHC,157,594,86,179,27,5,28,93,77,44,7,5,.301,.383,.505,.888
1952,1942,RonCey,3B,1979,LA,150,487,77,137,20,1,28,81,86,85,3,3,.281,.389,.499,.888
1953,1942,JimEdmonds,CF,1995,CAL,141,558,120,162,30,4,33,107,51,130,1,4,.290,.352,.536,.888
1954,1942,EdSwartwood,X,1890,TOL,126,462,106,151,23,11,3,64,80,,53,--,.327,.444,.444,.888
1955,1942,ErnieBanks,SS,1956,CHC,139,538,82,160,25,8,28,85,52,62,6,9,.297,.358,.530,.888
1956,1942,BobJohnson,LF,1940,PHA,138,512,93,137,25,4,31,103,83,64,8,2,.268,.374,.514,.888
1957,1942,TomPaciorek,LF,1981,SEA,104,405,50,132,28,2,14,66,35,50,13,10,.326,.379,.509,.888
1958,1942,JohnnyBench,C,1977,CIN,142,494,67,136,34,2,31,109,58,95,2,4,.275,.348,.540,.888
1959,1942,PaulMolitor,DH,1991,MIL,158,665,133,216,32,13,17,75,77,62,19,8,.325,.399,.489,.888
1960,1942,WallyJudnich,CF,1940,SLB,137,519,97,157,27,7,24,89,54,71,8,5,.303,.368,.520,.888
1961,1942,WillieUpshaw,1B,1983,TOR,160,579,99,177,26,7,27,104,61,98,10,7,.306,.373,.515,.888
1962,1942,StanLopata,C,1956,PHI,146,535,96,143,33,7,32,95,75,93,5,2,.267,.353,.535,.888
1963,1964,AlexRodriguez,3B,2004,NYY,155,601,112,172,24,2,36,106,80,131,28,4,.286,.375,.512,.887
1964,1964,DerrekLee,1B,2003,FLA,155,539,91,146,31,2,31,92,88,131,21,8,.271,.379,.508,.887
1965,1964,SammySosa,RF,1996,CHC,124,498,84,136,21,2,40,100,34,134,18,5,.273,.323,.564,.887
1966,1964,BobbyBonds,RF,1975,NYY,145,529,93,143,26,3,32,85,89,137,30,17,.270,.375,.512,.887
1967,1964,TimSalmon,RF,1996,CAL,156,581,90,166,27,4,30,98,93,125,4,2,.286,.386,.501,.887
1968,1964,ScottRolen,3B,2006,STL,142,521,94,154,48,1,22,95,56,69,7,4,.296,.369,.518,.887
1969,1964,NickJohnson,1B,2005,WSH,131,453,66,131,35,3,15,74,80,87,3,8,.289,.408,.479,.887
1970,1964,WillieMcGee,CF,1985,STL,152,612,114,216,26,18,10,82,34,86,56,16,.353,.384,.503,.887
1971,1964,HenryRodriguez,LF,1996,MON,145,532,81,147,42,1,36,103,37,160,2,0,.276,.325,.562,.887
1972,1964,VicWertz,RF,1952,SLB,122,415,68,115,20,3,23,70,69,64,1,0,.277,.381,.506,.887
1973,1964,TedSimmons,C,1975,STL,157,581,80,193,32,3,18,100,63,35,1,3,.332,.396,.491,.887
1974,1964,JimmyWynn,CF,1970,HOU,157,554,82,156,32,2,27,88,106,96,24,5,.282,.394,.493,.887
1975,1964,BrandonNimmo,RF,2018,NYM,140,433,77,114,28,8,17,47,80,140,9,6,.263,.404,.483,.887
1976,1964,DustyBaker,CF,1972,ATL,127,446,62,143,27,2,17,76,45,68,4,7,.321,.383,.504,.887
1977,1964,EdgardoAlfonzo,2B,1999,NYM,158,628,123,191,41,1,27,108,85,85,9,2,.304,.385,.502,.887
1978,1964,ChetLemon,CF,1979,CWS,148,556,79,177,44,2,17,86,56,68,7,11,.318,.391,.496,.887
1979,1964,BrianDowning,DH,1987,CAL,155,567,110,154,29,3,29,77,106,85,5,5,.272,.400,.487,.887
1980,1981,MiguelCabrera,1B,2008,DET,160,616,85,180,36,2,37,127,56,126,1,0,.292,.349,.537,.886
1981,1981,IrvRay,SS,1890,BAL,38,139,28,50,6,2,1,20,15,,11,--,.360,.433,.453,.886
1982,1981,TimAnderson,SS,2020,CWS,49,208,45,67,11,1,10,21,10,50,5,2,.322,.357,.529,.886
1983,1981,VladimirGuerrero,RF,2008,LAA,143,541,85,164,31,3,27,91,51,77,5,3,.303,.365,.521,.886
1984,1981,RichieHebner,3B,1972,PIT,124,427,63,128,24,4,19,72,52,54,0,0,.300,.378,.508,.886
1985,1981,MattWilliams,3B,1993,SF,145,579,105,170,33,4,38,110,27,80,1,3,.294,.325,.561,.886
1986,1981,RobinYount,SS,1983,MIL,149,578,102,178,42,10,17,80,72,58,12,5,.308,.383,.503,.886
1987,1981,AlvinDavis,1B,1987,SEA,157,580,86,171,37,2,29,100,72,84,0,0,.295,.370,.516,.886
1988,1981,YogiBerra,C,1953,NYY,137,503,80,149,23,5,27,108,50,32,0,3,.296,.363,.523,.886
1989,1981,GarretAnderson,LF,2003,ANA,159,638,80,201,49,4,29,116,31,83,6,3,.315,.345,.541,.886
1990,1981,AvisaílGarcía,RF,2017,CWS,136,518,75,171,27,5,18,80,33,111,5,3,.330,.380,.506,.886
1991,1981,HankGreenberg,1B,1947,PIT,125,402,71,100,13,2,25,74,104,73,0,--,.249,.408,.478,.886
1992,1981,AndyVan Slyke,CF,1992,PIT,154,614,103,199,45,12,14,89,58,99,12,3,.324,.381,.505,.886
1993,1981,AramisRamirez,3B,2001,PIT,158,603,83,181,40,0,34,112,40,100,5,4,.300,.350,.536,.886
1994,1981,EdwinEncarnación,DH,2016,TOR,160,601,99,158,34,0,42,127,87,138,2,0,.263,.357,.529,.886
1995,1996,DavidSegui,1B,1997,MON,125,459,75,141,22,3,21,68,57,66,1,0,.307,.380,.505,.885
1996,1996,MarkTeixeira,1B,2006,TEX,162,628,99,177,45,1,33,110,89,128,2,0,.282,.371,.514,.885
1997,1996,TroyGlaus,3B,2005,AZ,149,538,78,139,29,1,37,97,84,145,4,2,.258,.363,.522,.885
1998,1999,NapLajoie,2B,1900,PHI,102,451,95,156,33,12,7,92,10,,22,--,.346,.371,.510,.881
1999,2000,CapAnson,1B,1889,CHI,134,518,100,177,32,7,7,117,86,19,27,--,.342,.440,.440,.880
2000,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
2001,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
2002,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
2003,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
2004,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
2005,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
